CATEGORIA_ID's;GRUPOS;CATEGORIAS
M99;M95 M99 Outros transtornos do sistema osteomuscular e do tecido conjuntivo;M99 Lesões biomecânicas não classificadas em outra parte
N00;N00 N08 Doenças glomerulares;N00 Síndrome nefrítica aguda
N01;N00 N08 Doenças glomerulares;N01 Síndrome nefrítica rapidamente progressiva
N02;N00 N08 Doenças glomerulares;N02 Hematúria recidivante e persistente
N03;N00 N08 Doenças glomerulares;N03 Síndrome nefrítica crônica
N04;N00 N08 Doenças glomerulares;N04 Síndrome nefrótica
N05;N00 N08 Doenças glomerulares;N05 Síndrome nefrítica não especificada
N06;N00 N08 Doenças glomerulares;N06 Proteinúria isolada com lesão morfológica especificada
N07;N00 N08 Doenças glomerulares;N07 Nefropatia hereditária não classificada em outra parte
N08;N00 N08 Doenças glomerulares;N08 Transtornos glomerulares em doenças classificadas em outra parte
N10;N10 N16 Doenças renais túbulo-intersticiais;N10 Nefrite túbulo-intersticial aguda
N11;N10 N16 Doenças renais túbulo-intersticiais;N11 Nefrite túbulo-intersticial crônica
N12;N10 N16 Doenças renais túbulo-intersticiais;N12 Nefrite túbulo-intersticial não especificada se aguda ou crônica
N13;N10 N16 Doenças renais túbulo-intersticiais;N13 Uropatia obstrutiva e por refluxo
N14;N10 N16 Doenças renais túbulo-intersticiais;N14 Afecções tubulares e túbulo-intersticiais induzidas por drogas ou metais pesados
N15;N10 N16 Doenças renais túbulo-intersticiais;N15 Outras doenças renais túbulo-intersticiais
N16;N10 N16 Doenças renais túbulo-intersticiais;N16 Transtornos renais túbulo-intersticiais em doenças classificadas em outra parte
N17;N17 N19 Insuficiência renal;N17 Insuficiência renal aguda
N18;N17 N19 Insuficiência renal;N18 Insuficiência renal crônica
N19;N17 N19 Insuficiência renal;N19 Insuficiência renal não especificada
N20;N20 N23 Calculose renal;N20 Calculose do rim e do ureter
N21;N20 N23 Calculose renal;N21 Calculose do trato urinário inferior
N22;N20 N23 Calculose renal;N22 Calculose do trato urinário inferior em doenças classificadas em outra parte
N23;N20 N23 Calculose renal;N23 Cólica nefrética não especificada
N25;N25 N29 Outros transtornos do rim e do ureter;N25 Transtornos resultantes de função renal tubular alterada
N26;N25 N29 Outros transtornos do rim e do ureter;N26 Rim contraído
N27;N25 N29 Outros transtornos do rim e do ureter;N27 Hipoplasia renal de causa desconhecida
N28;N25 N29 Outros transtornos do rim e do ureter;N28 Outros transtornos do rim e do ureter não classificado em outra parte
N29;N25 N29 Outros transtornos do rim e do ureter;N29 Outros transtornos do rim e do ureter em doenças classificadas em outra parte
N30;N30 N39 Outras doenças do aparelho urinário;N30 Cistite
N31;N30 N39 Outras doenças do aparelho urinário;N31 Disfunções neuromusculares da bexiga não classificados em outra parte
N32;N30 N39 Outras doenças do aparelho urinário;N32 Outros transtornos da bexiga
N33;N30 N39 Outras doenças do aparelho urinário;N33 Transtornos da bexiga em doenças classificadas em outra parte
N34;N30 N39 Outras doenças do aparelho urinário;N34 Uretrite e síndrome uretral
N35;N30 N39 Outras doenças do aparelho urinário;N35 Estenose da uretra
N36;N30 N39 Outras doenças do aparelho urinário;N36 Outros transtornos da uretra
N37;N30 N39 Outras doenças do aparelho urinário;N37 Transtornos da uretra em doenças classificadas em outra parte
N39;N30 N39 Outras doenças do aparelho urinário;N39 Outros transtornos do trato urinário
N40;N40 N51 Doenças dos órgãos genitais masculinos;N40 Hiperplasia da próstata
N41;N40 N51 Doenças dos órgãos genitais masculinos;N41 Doenças inflamatórias da próstata
N42;N40 N51 Doenças dos órgãos genitais masculinos;N42 Outras afecções da próstata
N43;N40 N51 Doenças dos órgãos genitais masculinos;N43 Hidrocele e espermatocele
N44;N40 N51 Doenças dos órgãos genitais masculinos;N44 Torção do testículo
N45;N40 N51 Doenças dos órgãos genitais masculinos;N45 Orquite e epididimite
N46;N40 N51 Doenças dos órgãos genitais masculinos;N46 Infertilidade masculina
N47;N40 N51 Doenças dos órgãos genitais masculinos;N47 Hipertrofia do prepúcio
N48;N40 N51 Doenças dos órgãos genitais masculinos;N48 Outros transtornos do pênis
N49;N40 N51 Doenças dos órgãos genitais masculinos;N49 Transtornos inflamatórios de órgãos genitais masculinos
N50;N40 N51 Doenças dos órgãos genitais masculinos;N50 Outros transtornos dos órgãos genitais masculinos
N51;N40 N51 Doenças dos órgãos genitais masculinos;N51 Transtornos dos órgãos genitais masculinos em doenças classificadas em outra parte
N60;N60 N64 Doenças da mama;N60 Displasias mamárias benignas
N61;N60 N64 Doenças da mama;N61 Transtornos inflamatórios da mama
N62;N60 N64 Doenças da mama;N62 Hipertrofia da mama
N63;N60 N64 Doenças da mama;N63 Nódulo mamário não especificado
N64;N60 N64 Doenças da mama;N64 Outras doenças da mama
N70;N70 N77 Doenças inflamatórias dos órgãos pélvicos femininos;N70 Salpingite e ooforite
N71;N70 N77 Doenças inflamatórias dos órgãos pélvicos femininos;N71 Doença inflamatória do útero
N72;N70 N77 Doenças inflamatórias dos órgãos pélvicos femininos;N72 Doença inflamatória do colo do útero
N73;N70 N77 Doenças inflamatórias dos órgãos pélvicos femininos;N73 Outras doenças inflamatórias pélvicas femininas
N74;N70 N77 Doenças inflamatórias dos órgãos pélvicos femininos;N74 Transtornos inflamatórios da pelve feminina em doenças classificadas em outra parte
N75;N70 N77 Doenças inflamatórias dos órgãos pélvicos femininos;N75 Doenças da glândula de Bartholin
N76;N70 N77 Doenças inflamatórias dos órgãos pélvicos femininos;N76 Outras afecções inflamatórias da vagina e da vulva
N77;N70 N77 Doenças inflamatórias dos órgãos pélvicos femininos;N77 Ulceração e inflamação vulvovaginais em doenças classificadas em outra parte
N80;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N80 Endometriose
N81;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N81 Prolapso genital feminino
N82;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N82 Fístulas do trato genital feminino
N83;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N83 Transtornos não-inflamatórios do ovário
N84;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N84 Pólipo do trato genital feminino
N85;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N85 Outros transtornos não-inflamatórios do útero
N86;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N86 Erosão e ectrópio do colo do útero
N87;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N87 Displasia do colo do útero
N88;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N88 Outros transtornos não-inflamatórios do colo do útero
N89;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N89 Outros transtornos não-inflamatórios da vagina
N90;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N90 Outros transtornos não-inflamatórios da vulva e do períneo
N91;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N91 Menstruação ausente
N92;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N92 Menstruação excessiva
N93;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N93 Outros sangramentos anormais do útero e da vagina
N94;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N94 Dor e outras afecções associadas com os órgãos genitais femininos e com o ciclo menstrual
N95;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N95 Transtornos da menopausa e da perimenopausa
N96;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N96 Abortamento habitual
N97;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N97 Infertilidade feminina
N98;N80 N98 Transtornos não-inflamatórios do trato genital feminino;N98 Complicações associadas à fecundação artificial
N99;N99 N99 Outros transtornos do aparelho geniturinário;N99 Transtornos do trato geniturinário pós-procedimentos não classificados em outra parte
O00;O00 O08 Gravidez que termina em aborto;O00 Gravidez ectópica
O01;O00 O08 Gravidez que termina em aborto;O01 Mola hidatiforme
O02;O00 O08 Gravidez que termina em aborto;O02 Outros produtos anormais da concepção
O03;O00 O08 Gravidez que termina em aborto;O03 Aborto espontâneo
O04;O00 O08 Gravidez que termina em aborto;O04 Aborto por razões médicas e legais
O05;O00 O08 Gravidez que termina em aborto;O05 Outros tipos de aborto
O06;O00 O08 Gravidez que termina em aborto;O06 Aborto não especificado
O07;O00 O08 Gravidez que termina em aborto;O07 Falha de tentativa de aborto
O08;O00 O08 Gravidez que termina em aborto;O08 Complicações conseqüentes a aborto e gravidez ectópica ou molar
O10;O10 O16 Edema;O10 Hipertensão pré-existente complicando a gravidez
O11;O10 O16 Edema;O11 Distúrbio hipertensivo pré-existente com proteinúria superposta
O12;O10 O16 Edema;O12 Edema e proteinúria gestacionais [induzidos pela gravidez]
O13;O10 O16 Edema;O13 Hipertensão gestacional [induzida pela gravidez] sem proteinúria signifiidiva
O14;O10 O16 Edema;O14 Hipertensão gestacional [induzida pela gravidez] com proteinúria signifiidiva
O15;O10 O16 Edema;O15 Eclâmpsia
O16;O10 O16 Edema;O16 Hipertensão materna não especificada
O20;O20 O29 Outros transtornos maternos relacionados predominantemente com a gravidez;O20 Hemorragia do início da gravidez
O21;O20 O29 Outros transtornos maternos relacionados predominantemente com a gravidez;O21 Vômitos excessivos na gravidez
O22;O20 O29 Outros transtornos maternos relacionados predominantemente com a gravidez;O22 Complicações venosas na gravidez
O23;O20 O29 Outros transtornos maternos relacionados predominantemente com a gravidez;O23 Infecções do trato geniturinário na gravidez
O24;O20 O29 Outros transtornos maternos relacionados predominantemente com a gravidez;O24 Diabetes mellitus na gravidez
O25;O20 O29 Outros transtornos maternos relacionados predominantemente com a gravidez;O25 Desnutrição na gravidez
O26;O20 O29 Outros transtornos maternos relacionados predominantemente com a gravidez;O26 Assistência materna por outras complicações ligadas predominantemente à gravidez
O28;O20 O29 Outros transtornos maternos relacionados predominantemente com a gravidez;"O28 Achados anormais do rastreamento [""""screening""""] antenatal da mãe"
O29;O20 O29 Outros transtornos maternos relacionados predominantemente com a gravidez;O29 Complicações de anestesia administrada durante a gravidez
O30;O30 O48 Assistência prestada à mãe por motivos ligados ao feto e à cavidade amniótica e por possíveis problemas relativos ao parto;O30 Gestação múltipla
O31;O30 O48 Assistência prestada à mãe por motivos ligados ao feto e à cavidade amniótica e por possíveis problemas relativos ao parto;O31 Complicações específicas de gestação múltipla
O32;O30 O48 Assistência prestada à mãe por motivos ligados ao feto e à cavidade amniótica e por possíveis problemas relativos ao parto;O32 Assistência prestada à mãe por motivo de apresentação anormal
O33;O30 O48 Assistência prestada à mãe por motivos ligados ao feto e à cavidade amniótica e por possíveis problemas relativos ao parto;O33 Assistência prestada à mãe por uma desproporção conhecida ou suspeita
O34;O30 O48 Assistência prestada à mãe por motivos ligados ao feto e à cavidade amniótica e por possíveis problemas relativos ao parto;O34 Assistência prestada à mãe por anormalidade
O35;O30 O48 Assistência prestada à mãe por motivos ligados ao feto e à cavidade amniótica e por possíveis problemas relativos ao parto;O35 Assistência prestada à mãe por anormalidade e lesão fetais
O36;O30 O48 Assistência prestada à mãe por motivos ligados ao feto e à cavidade amniótica e por possíveis problemas relativos ao parto;O36 Assistência prestada à mãe por outros problemas fetais conhecidos ou suspeitados
O40;O30 O48 Assistência prestada à mãe por motivos ligados ao feto e à cavidade amniótica e por possíveis problemas relativos ao parto;O40 Polihidrâmnio
O41;O30 O48 Assistência prestada à mãe por motivos ligados ao feto e à cavidade amniótica e por possíveis problemas relativos ao parto;O41 Outros transtornos das membranas e do líquido amniótico
O42;O30 O48 Assistência prestada à mãe por motivos ligados ao feto e à cavidade amniótica e por possíveis problemas relativos ao parto;O42 Ruptura prematura de membranas
O43;O30 O48 Assistência prestada à mãe por motivos ligados ao feto e à cavidade amniótica e por possíveis problemas relativos ao parto;O43 Transtornos da placenta
O44;O30 O48 Assistência prestada à mãe por motivos ligados ao feto e à cavidade amniótica e por possíveis problemas relativos ao parto;O44 Placenta prévia
O45;O30 O48 Assistência prestada à mãe por motivos ligados ao feto e à cavidade amniótica e por possíveis problemas relativos ao parto;O45 Descolamento prematuro da placenta [abruptio placentae]
O46;O30 O48 Assistência prestada à mãe por motivos ligados ao feto e à cavidade amniótica e por possíveis problemas relativos ao parto;O46 Hemorragia anteparto não classificada em outra parte
O47;O30 O48 Assistência prestada à mãe por motivos ligados ao feto e à cavidade amniótica e por possíveis problemas relativos ao parto;O47 Falso trabalho de parto
O48;O30 O48 Assistência prestada à mãe por motivos ligados ao feto e à cavidade amniótica e por possíveis problemas relativos ao parto;O48 Gravidez prolongada
O60;O60 O75 Complicações do trabalho de parto e do parto;O60 Trabalho de parto pré-termo
O61;O60 O75 Complicações do trabalho de parto e do parto;O61 Falha na indução do trabalho de parto
O62;O60 O75 Complicações do trabalho de parto e do parto;O62 Anormalidades da contração uterina
O63;O60 O75 Complicações do trabalho de parto e do parto;O63 Trabalho de parto prolongado
O64;O60 O75 Complicações do trabalho de parto e do parto;O64 Obstrução do trabalho de parto devida à má-posição ou má-apresentação do feto
O65;O60 O75 Complicações do trabalho de parto e do parto;O65 Obstrução do trabalho de parto devida a anormalidade pélvica da mãe
O66;O60 O75 Complicações do trabalho de parto e do parto;O66 Outras formas de obstrução do trabalho de parto
O67;O60 O75 Complicações do trabalho de parto e do parto;O67 Trabalho de parto e parto complicados por hemorragia intraparto não classificados em outra parte
O68;O60 O75 Complicações do trabalho de parto e do parto;O68 Trabalho de parto e parto complicados por sofrimento fetal
O69;O60 O75 Complicações do trabalho de parto e do parto;O69 Trabalho de parto e parto complicados por anormalidade do cordão umbilical
O70;O60 O75 Complicações do trabalho de parto e do parto;O70 Laceração do períneo durante o parto
O71;O60 O75 Complicações do trabalho de parto e do parto;O71 Outros traumatismos obstétricos
O72;O60 O75 Complicações do trabalho de parto e do parto;O72 Hemorragia pós-parto
O73;O60 O75 Complicações do trabalho de parto e do parto;O73 Retenção da placenta e das membranas
O74;O60 O75 Complicações do trabalho de parto e do parto;O74 Complicações de anestesia durante o trabalho de parto e o parto
O75;O60 O75 Complicações do trabalho de parto e do parto;O75 Outras complicações do trabalho de parto e do parto não classificadas em outra parte
O80;O80 O84 Parto;O80 Parto único espontâneo
O81;O80 O84 Parto;O81 Parto único por fórceps ou vácuo-extrator
O82;O80 O84 Parto;O82 Parto único por cesariana
O83;O80 O84 Parto;O83 Outros tipos de parto único assistido
O84;O80 O84 Parto;O84 Parto múltiplo
O85;O85 O92 Complicações relacionadas predominantemente com o puerpério;O85 Infecção puerperal
O86;O85 O92 Complicações relacionadas predominantemente com o puerpério;O86 Outras infecções puerperais
O87;O85 O92 Complicações relacionadas predominantemente com o puerpério;O87 Complicações venosas no puerpério
O88;O85 O92 Complicações relacionadas predominantemente com o puerpério;O88 Embolia de origem obstétrica
O89;O85 O92 Complicações relacionadas predominantemente com o puerpério;O89 Complicações da anestesia administrada durante o puerpério
O90;O85 O92 Complicações relacionadas predominantemente com o puerpério;O90 Complicações do puerpério não classificadas em outra parte
O91;O85 O92 Complicações relacionadas predominantemente com o puerpério;O91 Infecções mamárias associadas ao parto
O92;O85 O92 Complicações relacionadas predominantemente com o puerpério;O92 Outras afecções da mama e da lactação associadas ao parto
O94;O94 O99 Outras afecções obstétricas não classificadas em outra parte;O94 Seqüelas de complicações da gravidez
O95;O94 O99 Outras afecções obstétricas não classificadas em outra parte;O95 Morte obstétrica de causa não especificada
O96;O94 O99 Outras afecções obstétricas não classificadas em outra parte;O96 Morte
O97;O94 O99 Outras afecções obstétricas não classificadas em outra parte;O97 Morte por seqüelas de causas obstétricas diretas
O98;O94 O99 Outras afecções obstétricas não classificadas em outra parte;O98 Doenças infecciosas e parasitárias maternas classificáveis em outra parte mas que compliquem a gravidez
O99;O94 O99 Outras afecções obstétricas não classificadas em outra parte;O99 Outras doenças da mãe
P00;P00 P04 Feto e recém-nascido afetados por fatores maternos e por complicações da gravidez;P00 Feto e recém-nascido afetados por afecções maternas
P01;P00 P04 Feto e recém-nascido afetados por fatores maternos e por complicações da gravidez;P01 Feto e recém-nascido afetados por complicações maternas da gravidez
P02;P00 P04 Feto e recém-nascido afetados por fatores maternos e por complicações da gravidez;P02 Feto e recém-nascido afetados por complicações da placenta
P03;P00 P04 Feto e recém-nascido afetados por fatores maternos e por complicações da gravidez;P03 Feto e recém-nascido afetados por outras complicações do trabalho de parto e do parto
P04;P00 P04 Feto e recém-nascido afetados por fatores maternos e por complicações da gravidez;P04 Feto e recém-nascido afetados por influências nocivas transmitidas ao feto via placenta ou leite materno
P05;P05 P08 Transtornos relacionados com a duração da gestação e com o crescimento fetal;P05 Crescimento fetal retardado e desnutrição fetal
P07;P05 P08 Transtornos relacionados com a duração da gestação e com o crescimento fetal;P07 Transtornos relacionados com a gestação de curta duração e peso baixo ao nascer não classificados em outra parte
P08;P05 P08 Transtornos relacionados com a duração da gestação e com o crescimento fetal;P08 Transtornos relacionados com a gestação prolongada e peso elevado ao nascer
P10;P10 P15 Traumatismo de parto;P10 Laceração intracraniana e hemorragia devidas a traumatismo de parto
P11;P10 P15 Traumatismo de parto;P11 Outros traumatismos de parto do sistema nervoso central
P12;P10 P15 Traumatismo de parto;P12 Lesão do couro cabeludo devida a traumatismo de parto
P13;P10 P15 Traumatismo de parto;P13 Lesões do esqueleto devidas a traumatismo de parto
P14;P10 P15 Traumatismo de parto;P14 Lesões ao nascer do sistema nervoso periférico
P15;P10 P15 Traumatismo de parto;P15 Outros traumatismos de parto
P20;P20 P29 Transtornos respiratórios e cardiovasculares específicos do período perinatal;P20 Hipóxia intra-uterina
P21;P20 P29 Transtornos respiratórios e cardiovasculares específicos do período perinatal;P21 Asfixia ao nascer
P22;P20 P29 Transtornos respiratórios e cardiovasculares específicos do período perinatal;P22 Desconforto (angústia) respiratório(a) do recém-nascido
P23;P20 P29 Transtornos respiratórios e cardiovasculares específicos do período perinatal;P23 Pneumonia congênita
P24;P20 P29 Transtornos respiratórios e cardiovasculares específicos do período perinatal;P24 Síndrome de aspiração neonatal
P25;P20 P29 Transtornos respiratórios e cardiovasculares específicos do período perinatal;P25 Enfisema intersticial e afecções correlatas originadas no período perinatal
P26;P20 P29 Transtornos respiratórios e cardiovasculares específicos do período perinatal;P26 Hemorragia pulmonar originada no período perinatal
P27;P20 P29 Transtornos respiratórios e cardiovasculares específicos do período perinatal;P27 Doença respiratória crônica originada no período perinatal
P28;P20 P29 Transtornos respiratórios e cardiovasculares específicos do período perinatal;P28 Outras afecções respiratórias originadas no período perinatal
P29;P20 P29 Transtornos respiratórios e cardiovasculares específicos do período perinatal;P29 Transtornos cardiovasculares originados no período perinatal
P35;P35 P39 Infecções específicas do período perinatal;P35 Doenças virais congênitas
P36;P35 P39 Infecções específicas do período perinatal;P36 Septicemia bacteriana do recém-nascido
P37;P35 P39 Infecções específicas do período perinatal;P37 Outras doenças infecciosas e parasitárias congênitas
P38;P35 P39 Infecções específicas do período perinatal;P38 Onfalite do recém-nascido com ou sem hemorragia leve
P39;P35 P39 Infecções específicas do período perinatal;P39 Outras infecções específicas do período perinatal
P50;P50 P61 Transtornos hemorrágicos e hematológicos do feto e do recém-nascido;P50 Perda sangüínea fetal
P51;P50 P61 Transtornos hemorrágicos e hematológicos do feto e do recém-nascido;P51 Hemorragia umbilical do recém-nascido
P52;P50 P61 Transtornos hemorrágicos e hematológicos do feto e do recém-nascido;P52 Hemorragia intracraniana não-traumática do feto e do recém-nascido
P53;P50 P61 Transtornos hemorrágicos e hematológicos do feto e do recém-nascido;P53 Doença hemorrágica do feto e do recém-nascido
P54;P50 P61 Transtornos hemorrágicos e hematológicos do feto e do recém-nascido;P54 Outras hemorragias neonatais
P55;P50 P61 Transtornos hemorrágicos e hematológicos do feto e do recém-nascido;P55 Doença hemolítica do feto e do recém-nascido
P56;P50 P61 Transtornos hemorrágicos e hematológicos do feto e do recém-nascido;P56 Hidropsia fetal devida a doença hemolítica
P57;P50 P61 Transtornos hemorrágicos e hematológicos do feto e do recém-nascido;P57 Kernicterus
P58;P50 P61 Transtornos hemorrágicos e hematológicos do feto e do recém-nascido;P58 Icterícia neonatal devida a outras hemólises excessivas
P59;P50 P61 Transtornos hemorrágicos e hematológicos do feto e do recém-nascido;P59 Icterícia neonatal devida a outras causas e às não especificadas
P60;P50 P61 Transtornos hemorrágicos e hematológicos do feto e do recém-nascido;P60 Coagulação intravascular disseminada do feto e do recém-nascido
P61;P50 P61 Transtornos hemorrágicos e hematológicos do feto e do recém-nascido;P61 Outros transtornos hematológicos perinatais
P70;P70 P74 Transtornos endócrinos e metabólicos transitórios específicos do feto e do recém-nascido;P70 Transtornos transitórios do metabolismo dos carboidratos específicos do feto e do recém-nascido
P71;P70 P74 Transtornos endócrinos e metabólicos transitórios específicos do feto e do recém-nascido;P71 Transtornos transitórios do metabolismo do cálcio e do magnésio do período neonatal
P72;P70 P74 Transtornos endócrinos e metabólicos transitórios específicos do feto e do recém-nascido;P72 Outros transtornos endócrinos transitórios do período neonatal
P74;P70 P74 Transtornos endócrinos e metabólicos transitórios específicos do feto e do recém-nascido;P74 Outros distúrbios eletrolíticos e metabólicos transitórios do período neonatal
P75;P75 P78 Transtornos do aparelho digestivo do feto ou do recém-nascido;P75 Íleo meconial
P76;P75 P78 Transtornos do aparelho digestivo do feto ou do recém-nascido;P76 Outras obstruções intestinais do recém-nascido
P77;P75 P78 Transtornos do aparelho digestivo do feto ou do recém-nascido;P77 Enterocolite necrotizante do feto e do recém-nascido
P78;P75 P78 Transtornos do aparelho digestivo do feto ou do recém-nascido;P78 Outros transtornos do aparelho digestivo do período perinatal
P80;P80 P83 Afecções comprometendo o tegumento e a regulação térmica do feto e do recém-nascido;P80 Hipotermia do recém-nascido
P81;P80 P83 Afecções comprometendo o tegumento e a regulação térmica do feto e do recém-nascido;P81 Outros distúrbios da regulação térmica do recém-nascido
P83;P80 P83 Afecções comprometendo o tegumento e a regulação térmica do feto e do recém-nascido;P83 Outras afecções comprometendo o tegumento específicas do feto e do recém-nascido
P90;P90 P96 Outros transtornos originados no período perinatal;P90 Convulsões do recém-nascido
P91;P90 P96 Outros transtornos originados no período perinatal;P91 Outros distúrbios da função cerebral do recém-nascido
P92;P90 P96 Outros transtornos originados no período perinatal;P92 Problemas de alimentação do recém-nascido
P93;P90 P96 Outros transtornos originados no período perinatal;P93 Reações e intoxicações devidas a drogas administradas ao feto e ao recém-nascido
P94;P90 P96 Outros transtornos originados no período perinatal;P94 Transtornos do tônus muscular do recém-nascido
P95;P90 P96 Outros transtornos originados no período perinatal;P95 Morte fetal de causa não especificada
P96;P90 P96 Outros transtornos originados no período perinatal;P96 Outras afecções originadas no período perinatal
Q00;Q00 Q07 Malformações congênitas do sistema nervoso;Q00 Anencefalia e malformações similares
Q01;Q00 Q07 Malformações congênitas do sistema nervoso;Q01 Encefalocele
Q02;Q00 Q07 Malformações congênitas do sistema nervoso;Q02 Microcefalia
Q03;Q00 Q07 Malformações congênitas do sistema nervoso;Q03 Hidrocefalia congênita
Q04;Q00 Q07 Malformações congênitas do sistema nervoso;Q04 Outras malformações congênitas do cérebro
Q05;Q00 Q07 Malformações congênitas do sistema nervoso;Q05 Espinha bífida
Q06;Q00 Q07 Malformações congênitas do sistema nervoso;Q06 Outras malformações congênitas da medula espinhal
Q07;Q00 Q07 Malformações congênitas do sistema nervoso;Q07 Outras malformações congênitas do sistema nervoso
Q10;Q10 Q18 Malformações congênitas do olho;Q10 Malformações congênitas das pálpebras
Q11;Q10 Q18 Malformações congênitas do olho;Q11 Anoftalmia
Q12;Q10 Q18 Malformações congênitas do olho;Q12 Malformações congênitas do cristalino
Q13;Q10 Q18 Malformações congênitas do olho;Q13 Malformações congênitas da câmara anterior do olho
Q14;Q10 Q18 Malformações congênitas do olho;Q14 Malformações congênitas da câmara posterior do olho
Q15;Q10 Q18 Malformações congênitas do olho;Q15 Outras malformações congênitas do olho
Q16;Q10 Q18 Malformações congênitas do olho;Q16 Malformações congênitas do ouvido causando comprometimento da audição
Q17;Q10 Q18 Malformações congênitas do olho;Q17 Outras malformações congênitas da orelha
Q18;Q10 Q18 Malformações congênitas do olho;Q18 Outras malformações congênitas da face e do pescoço
Q20;Q20 Q28 Malformações congênitas do aparelho circulatório;Q20 Malformações congênitas das câmaras e das comunicações cardíacas
Q21;Q20 Q28 Malformações congênitas do aparelho circulatório;Q21 Malformações congênitas dos septos cardíacos
Q22;Q20 Q28 Malformações congênitas do aparelho circulatório;Q22 Malformações congênitas das valvas pulmonar e tricúspide
Q23;Q20 Q28 Malformações congênitas do aparelho circulatório;Q23 Malformações congênitas das valvas aórtica e mitral
Q24;Q20 Q28 Malformações congênitas do aparelho circulatório;Q24 Outras malformações congênitas do coração
Q25;Q20 Q28 Malformações congênitas do aparelho circulatório;Q25 Malformações congênitas das grandes artérias
Q26;Q20 Q28 Malformações congênitas do aparelho circulatório;Q26 Malformações congênitas das grandes veias
Q27;Q20 Q28 Malformações congênitas do aparelho circulatório;Q27 Outras malformações congênitas do sistema vascular periférico
Q28;Q20 Q28 Malformações congênitas do aparelho circulatório;Q28 Outras malformações congênitas do aparelho circulatório
Q30;Q30 Q34 Malformações congênitas do aparelho respiratório;Q30 Malformação congênita do nariz
Q31;Q30 Q34 Malformações congênitas do aparelho respiratório;Q31 Malformações congênitas da laringe
Q32;Q30 Q34 Malformações congênitas do aparelho respiratório;Q32 Malformações congênitas da traquéia e dos brônquios
Q33;Q30 Q34 Malformações congênitas do aparelho respiratório;Q33 Malformações congênitas do pulmão
Q34;Q30 Q34 Malformações congênitas do aparelho respiratório;Q34 Outras malformações congênitas do aparelho respiratório
Q35;Q35 Q37 Fenda labial e fenda palatina;Q35 Fenda palatina
Q36;Q35 Q37 Fenda labial e fenda palatina;Q36 Fenda labial
Q37;Q35 Q37 Fenda labial e fenda palatina;Q37 Fenda labial com fenda palatina
Q38;Q38 Q45 Outras malformações congênitas do aparelho digestivo;Q38 Outras malformações congênitas da língua
Q39;Q38 Q45 Outras malformações congênitas do aparelho digestivo;Q39 Malformações congênitas do esôfago
Q40;Q38 Q45 Outras malformações congênitas do aparelho digestivo;Q40 Outras malformações congênitas do trato digestivo superior
Q41;Q38 Q45 Outras malformações congênitas do aparelho digestivo;Q41 Ausência
Q42;Q38 Q45 Outras malformações congênitas do aparelho digestivo;Q42 Ausência
Q43;Q38 Q45 Outras malformações congênitas do aparelho digestivo;Q43 Outras malformações congênitas do intestino
Q44;Q38 Q45 Outras malformações congênitas do aparelho digestivo;Q44 Malformações congênitas da vesícula biliar
Q45;Q38 Q45 Outras malformações congênitas do aparelho digestivo;Q45 Outras malformações congênitas do aparelho digestivo
Q50;Q50 Q56 Malformações congênitas dos órgãos genitais;Q50 Malformações congênitas dos ovários
Q51;Q50 Q56 Malformações congênitas dos órgãos genitais;Q51 Malformações congênitas do útero e do colo do útero
Q52;Q50 Q56 Malformações congênitas dos órgãos genitais;Q52 Outras malformações congênitas dos órgãos genitais femininos
Q53;Q50 Q56 Malformações congênitas dos órgãos genitais;Q53 Testículo não-descido
Q54;Q50 Q56 Malformações congênitas dos órgãos genitais;Q54 Hipospádias
Q55;Q50 Q56 Malformações congênitas dos órgãos genitais;Q55 Outras malformações congênitas dos órgãos genitais masculinos
Q56;Q50 Q56 Malformações congênitas dos órgãos genitais;Q56 Sexo indeterminado e pseudo-hermafroditismo
Q60;Q60 Q64 Malformações congênitas do aparelho urinário;Q60 Agenesia renal e outros defeitos de redução do rim
Q61;Q60 Q64 Malformações congênitas do aparelho urinário;Q61 Doenças císticas do rim
Q62;Q60 Q64 Malformações congênitas do aparelho urinário;Q62 Anomalias congênitas obstrutivas da pelve renal e malformações congênitas do ureter
Q63;Q60 Q64 Malformações congênitas do aparelho urinário;Q63 Outras malformações congênitas do rim
Q64;Q60 Q64 Malformações congênitas do aparelho urinário;Q64 Outras malformações congênitas do aparelho urinário
Q65;Q65 Q79 Malformações e deformidades congênitas do sistema osteomuscular;Q65 Malformações congênitas do quadril
